rank	title	link	year	genre	description
124	Edward Scissorhands	https://www.imdb.com/title/tt0099487/?ref_=adv_li_tt	1990	Drama, Fantasy, Romance	The solitary life of an artificial man - who was incompletely constructed and has scissors for hands - is upended when he is taken in by a suburban family.
125	Spirited Away	https://www.imdb.com/title/tt0245429/?ref_=adv_li_tt	2001	Animation, Adventure, Family	During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches and spirits, a world where humans are changed into beasts.
126	There Will Be Blood	https://www.imdb.com/title/tt0469494/?ref_=adv_li_tt	2007	Drama	A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.
127	What We Do in the Shadows	https://www.imdb.com/title/tt3416742/?ref_=adv_li_tt	2014	Comedy, Horror	Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts.
128	Man on Fire	https://www.imdb.com/title/tt0328107/?ref_=adv_li_tt	2004	Action, Crime, Drama	In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.
129	Harry Potter and the Deathly Hallows: Part 2	https://www.imdb.com/title/tt1201607/?ref_=adv_li_tt	2011	Adventure, Family, Fantasy	Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.
130	Arrival	https://www.imdb.com/title/tt2543164/?ref_=adv_li_tt	II 2016	Drama, Mystery, Sci-Fi	A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world.
131	Aftersun	https://www.imdb.com/title/tt19770238/?ref_=adv_li_tt	II 2022	Drama	Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between as she tries to reconcile the father she knew with the man she didn't...
132	The Usual Suspects	https://www.imdb.com/title/tt0114814/?ref_=adv_li_tt	1995	Crime, Drama, Mystery	The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.
133	The Grand Budapest Hotel	https://www.imdb.com/title/tt2278388/?ref_=adv_li_tt	2014	Adventure, Comedy, Crime	A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.
134	300	https://www.imdb.com/title/tt0416449/?ref_=adv_li_tt	2006	Action, Drama	King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.
135	Avengers: Infinity War	https://www.imdb.com/title/tt4154756/?ref_=adv_li_tt	2018	Action, Adventure, Sci-Fi	The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.
136	Black Hawk Down	https://www.imdb.com/title/tt0265086/?ref_=adv_li_tt	2001	Action, Drama, History	The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily armed Somalis.
137	One Flew Over the Cuckoo's Nest	https://www.imdb.com/title/tt0073486/?ref_=adv_li_tt	1975	Drama	In the Fall of 1963, a Korean War veteran and criminal pleads insanity and is admitted to a mental institution, where he rallies up the scared patients against the tyrannical nurse.
138	Eternal Sunshine of the Spotless Mind	https://www.imdb.com/title/tt0338013/?ref_=adv_li_tt	2004	Drama, Romance, Sci-Fi	When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories for ever.
139	Memento	https://www.imdb.com/title/tt0209144/?ref_=adv_li_tt	2000	Mystery, Thriller	A man with short-term memory loss attempts to track down his wife's murderer.
140	The Hangover	https://www.imdb.com/title/tt1119646/?ref_=adv_li_tt	2009	Comedy	Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.
141	Terminator 2: Judgment Day	https://www.imdb.com/title/tt0103064/?ref_=adv_li_tt	1991	Action, Sci-Fi	A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son John from an even more advanced and powerful cyborg.
142	Ford v Ferrari	https://www.imdb.com/title/tt1950186/?ref_=adv_li_tt	2019	Action, Biography, Drama	American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.
143	Shaun of the Dead	https://www.imdb.com/title/tt0365748/?ref_=adv_li_tt	2004	Comedy, Horror	The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse.
144	Apocalypse Now	https://www.imdb.com/title/tt0078788/?ref_=adv_li_tt	1979	Drama, Mystery, War	A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.
145	A Clockwork Orange	https://www.imdb.com/title/tt0066921/?ref_=adv_li_tt	1971	Crime, Sci-Fi	In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.
146	Iron Man	https://www.imdb.com/title/tt0371746/?ref_=adv_li_tt	2008	Action, Adventure, Sci-Fi	After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.
147	Kingsman: The Secret Service	https://www.imdb.com/title/tt2802144/?ref_=adv_li_tt	2014	Action, Adventure, Comedy	A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.
148	Home Alone	https://www.imdb.com/title/tt0099785/?ref_=adv_li_tt	1990	Comedy, Family	An eight-year-old troublemaker, mistakenly left home alone, must defend his home against a pair of burglars on Christmas eve.
149	City of God	https://www.imdb.com/title/tt0317248/?ref_=adv_li_tt	2002	Crime, Drama	In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.
150	The Terminator	https://www.imdb.com/title/tt0088247/?ref_=adv_li_tt	1984	Action, Sci-Fi	A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.
151	2001: A Space Odyssey	https://www.imdb.com/title/tt0062622/?ref_=adv_li_tt	1968	Adventure, Sci-Fi	After uncovering a mysterious artifact buried beneath the Lunar surface, a spacecraft is sent to Jupiter to find its origins: a spacecraft manned by two men and the supercomputer HAL 9000.
152	Predator	https://www.imdb.com/title/tt0093773/?ref_=adv_li_tt	1987	Action, Adventure, Horror	A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.
153	Little Women	https://www.imdb.com/title/tt3281548/?ref_=adv_li_tt	2019	Drama, Romance	Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.
154	Braveheart	https://www.imdb.com/title/tt0112573/?ref_=adv_li_tt	1995	Biography, Drama, History	Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.
155	The Godfather Part II	https://www.imdb.com/title/tt0071562/?ref_=adv_li_tt	1974	Crime, Drama	The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.
156	Apocalypto	https://www.imdb.com/title/tt0472043/?ref_=adv_li_tt	2006	Action, Adventure, Drama	As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.
157	Into the Wild	https://www.imdb.com/title/tt0758758/?ref_=adv_li_tt	2007	Adventure, Biography, Drama	After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.
158	The Lord of the Rings: The Two Towers	https://www.imdb.com/title/tt0167261/?ref_=adv_li_tt	2002	Action, Adventure, Drama	While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.
159	Guardians of the Galaxy	https://www.imdb.com/title/tt2015381/?ref_=adv_li_tt	2014	Action, Adventure, Comedy	A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.
160	Ratatouille	https://www.imdb.com/title/tt0382932/?ref_=adv_li_tt	2007	Animation, Adventure, Comedy	A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.
161	The Hunt	https://www.imdb.com/title/tt2106476/?ref_=adv_li_tt	2012	Drama	A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.
162	Snatch	https://www.imdb.com/title/tt0208092/?ref_=adv_li_tt	2000	Comedy, Crime	Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.
163	The Truman Show	https://www.imdb.com/title/tt0120382/?ref_=adv_li_tt	1998	Comedy, Drama	An insurance salesman discovers his whole life is actually a reality TV show.
164	Dead Poets Society	https://www.imdb.com/title/tt0097165/?ref_=adv_li_tt	1989	Comedy, Drama	Maverick teacher John Keating returns in 1959 to the prestigious New England boys' boarding school where he was once a star student, using poetry to embolden his pupils to new heights of self-expression.
165	The Intouchables	https://www.imdb.com/title/tt1675434/?ref_=adv_li_tt	2011	Biography, Comedy, Drama	After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.
166	Dances with Wolves	https://www.imdb.com/title/tt0099348/?ref_=adv_li_tt	1990	Adventure, Drama, Western	Lieutenant John Dunbar, assigned to a remote western Civil War outpost, finds himself engaging with a neighbouring Sioux settlement, causing him to question his own purpose.
167	The Breakfast Club	https://www.imdb.com/title/tt0088847/?ref_=adv_li_tt	1985	Comedy, Drama	Five high school students meet in Saturday detention and discover how they have a great deal more in common than they thought.
168	Ferris Bueller's Day Off	https://www.imdb.com/title/tt0091042/?ref_=adv_li_tt	1986	Comedy	A popular high school student, admired by his peers, decides to take a day off from school and goes to extreme lengths to pull it off, to the chagrin of his Principal, who'll do anything to stop him.
169	Die Hard	https://www.imdb.com/title/tt0095016/?ref_=adv_li_tt	1988	Action, Thriller	A New York City police officer tries to save his estranged wife and several others taken hostage by terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.
170	Green Book	https://www.imdb.com/title/tt6966692/?ref_=adv_li_tt	2018	Biography, Comedy, Drama	A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.
171	American History X	https://www.imdb.com/title/tt0120586/?ref_=adv_li_tt	1998	Crime, Drama	Living a life marked by violence, neo-Nazi Derek finally goes to prison after killing two black youths. Upon his release, Derek vows to change; he hopes to prevent his brother, Danny, who idolizes Derek, from following in his footsteps.
